Columns,Importances,Absolute_Importances,Percentage_Importance
sourcesystem_CLT,-23.91129440243669,23.91129440243669,0.33887928749876284
Complexity,-4.162691437039262,4.162691437039262,0.05899512943629324
Priority,-3.6515503531967264,3.6515503531967264,0.05175105793649804
Rolling_Std,-2.1733693328820087,2.1733693328820087,0.03080175579803251
StageName,-2.0151025795908493,2.0151025795908493,0.028558743617789144
Cases_created_within_past_8_hours,-1.8330293316586497,1.8330293316586497,0.025978337409183316
Source_Web,-1.7941997811035342,1.7941997811035342,0.025428031340237345
IsSOXCase,-1.5983408775664603,1.5983408775664603,0.022652249964128787
IsMagnumCase,-1.5974786335022213,1.5974786335022213,0.02264002993750783
Cases_resolved_within_past_8_hours,-1.5335969050736797,1.5335969050736797,0.021734675578613416
Concurrent_open_cases,-1.498113528447337,1.498113528447337,0.02123179266534211
Rolling_Mean,-1.478406558655496,1.478406558655496,0.020952498547281394
Revenutype_Current Revenue,-1.309986266709916,1.309986266709916,0.01856558684044232
Seconds_left_Month,-1.2653743994762345,1.2653743994762345,0.01793333174259204
Seconds_left_Qtr,-1.2398068624876306,1.2398068624876306,0.017570979601717836
Rolling_Median,-1.0287950328733315,1.0287950328733315,0.014580445619324266
StatusReason_Problem Solved,-0.9414738408480795,0.9414738408480795,0.013342898925321598
Seconds_left_Day,-0.8949700701557469,0.8949700701557469,0.012683831105194821
CountryProcessed_northamerica,-0.8766009228397957,0.8766009228397957,0.012423497078536901
SalesLocation_northamerica,-0.84698955385992,0.84698955385992,0.012003834326162414
CountrySource_northamerica,-0.8466096182037323,0.8466096182037323,0.011998449744203055
Queue_NAOC,-0.7555077163709565,0.7555077163709565,0.010707321498978187
SubReason_Meteaop,-0.7551513744641121,0.7551513744641121,0.010702271295945887
ROCName_EOC,-0.7420190136257051,0.7420190136257051,0.010516154852009565
Queue_EOC,-0.7413119830446651,0.7413119830446651,0.010506134565549528
SalesLocation_europe,-0.6114842953651883,0.6114842953651883,0.008666170841379515
CountryProcessed_europe,-0.6108106101226614,0.6108106101226614,0.008656623136803442
CountrySource_europe,-0.6104737917792793,0.6104737917792793,0.008651849628590095
SubReason_Basic Enterprise Commitment,-0.576510242163632,0.576510242163632,0.008170506239103554
CountryProcessed_asia,-0.5566788719676184,0.5566788719676184,0.007889449074692394
Revenutype_Non-revenue,-0.5428775381934612,0.5428775381934612,0.0076938517106516415
SalesLocation_asia,-0.5172006788330221,0.5172006788330221,0.0073299502146128145
CountrySource_asia,-0.5155054377536585,0.5155054377536585,0.007305924660853801
ROCName_APOC,-0.4793088600893705,0.4793088600893705,0.006792934011233529
Queue_APOC,-0.4789645391703514,0.4789645391703514,0.006788054173875321
SubReason_Zero Usage Order,-0.47551782965018896,0.47551782965018896,0.006739206192383829
Created_on_Weekend,-0.47310124320782154,0.47310124320782154,0.006704957478032121
IsSignature,-0.45538788863699425,0.45538788863699425,0.00645391757717409
Source_Soft Copy,-0.41817675075474353,0.41817675075474353,0.0059265482227459036
IsGovernment,-0.3356725433186756,0.3356725433186756,0.004757269531219456
SubReason_Manual Order Entry,-0.28130641999646827,0.28130641999646827,0.003986773679952532
Revenutype_Future Billing,-0.28040191761986294,0.28040191761986294,0.00397395475364239
SubReason_True Up,-0.24225526934785593,0.24225526934785593,0.0034333270164184984
Source_eAgreement (Phy),-0.21307907504009088,0.21307907504009088,0.003019831712796068
CountrySource_southamerica,-0.20627251488790202,0.20627251488790202,0.002923366744573512
SalesLocation_southamerica,-0.2051198222017717,0.2051198222017717,0.0029070303777668253
Revenutype_Credit / Rebill,-0.18898223650461357,0.18898223650461357,0.0026783228284822545
Revenutype_Revenue Unknown,-0.17883506921737133,0.17883506921737133,0.0025345135991466407
AmountinUSD,-0.17792994780643193,0.17792994780643193,0.0025216858996638487
SalesLocation_australia,-0.17423416545546716,0.17423416545546716,0.002469307970273384
CountrySource_australia,-0.17423416545546716,0.17423416545546716,0.002469307970273384
CountryProcessed_southamerica,-0.1561039167322109,0.1561039167322109,0.0022123596986279004
SubReason_Future Pricing Only CPS,-0.14154723196871544,0.14154723196871544,0.002006057234278888
Source_Hard Copy,-0.13245323570650439,0.13245323570650439,0.0018771739157103853
Source_Manual,-0.1281220580418402,0.1281220580418402,0.0018157909401035784
Queue_LOC,-0.12181717506882896,0.12181717506882896,0.0017264359175900585
SubReason_Electronic Order Pend / Reject,-0.11901915804732047,0.11901915804732047,0.001686781434704281
SubReason_Tax Exemption Order,-0.0678546494588992,0.0678546494588992,0.0009616599952768265
CountryProcessed_australia,-0.05334099310282745,0.05334099310282745,0.0007559673446754323
StatusReason_Information Provided,-0.03911591293589788,0.03911591293589788,0.0005543644974832437
Queue_E&E,-0.03621034121889507,0.03621034121889507,0.0005131857115646475
sourcesystem_NMEC,-0.020896918976428643,0.020896918976428643,0.00029615849708788114
sourcesystem_clt,-0.020896918976428643,0.020896918976428643,0.00029615849708788114
Revenutype_Revenue Impacting Case / Pending Revenue,-0.02089691897642864,0.02089691897642864,0.0002961584970878811
Revenutype_Disputed Revenue,-0.01477474023926454,0.01477474023926454,0.00020939282336597566
sourcesystem_Web,-0.01477474023926454,0.01477474023926454,0.00020939282336597566
HoldTypeName_3rd Party,0.0,0.0,0.0
HoldTypeName_Customer,0.0,0.0,0.0
HoldTypeName_Internal,0.0,0.0,0.0
AssignedToGroup_BPO,0.0,0.0,0.0
AuditDuration,0.0,0.0,0.0
AssignedToGroup_CRMT,0.0,0.0,0.0
HoldDuration,0.0,0.0,0.0
