Columns,Importances,Absolute_Importances,Percentage_Importance
AssignedToGroup_BPO,38959872.434537664,38959872.434537664,0.7993524082595915
AuditDuration,-5584347.776992361,5584347.776992361,0.11457588449752615
AssignedToGroup_CRMT,-4100564.162045207,4100564.162045207,0.08413261218093893
StatusReason_Ready for Audit,24065.0141655718,24065.0141655718,0.0004937497436721082
sourcesystem_`,14537.27103806771,14537.27103806771,0.00029826593075547213
StatusReason_Customer Hold,-10910.013471335491,10910.013471335491,0.0002238443043444247
sourcesystem_NEMEC,-8730.816548134795,8730.816548134795,0.0001791330103955219
Queue_Broken,8138.870480062378,8138.870480062378,0.00016698785987254386
sourcesystem_web,6142.188383608692,6142.188383608692,0.00012602128214540085
sourcesystem_Moritz Jürgensen,-2581.0027786149603,2581.0027786149603,5.295527572060566e-05
Revenutype_New Work Sold,-2186.73056745179,2186.73056745179,4.486586418486036e-05
StatusReason_Ready for Archiving,1937.694043107527,1937.694043107527,3.975630059956708e-05
sourcesystem_Web,1433.1206944898431,1433.1206944898431,2.9403804655468425e-05
sourcesystem_Aplquest,-1397.466435735669,1397.466435735669,2.8672274601109354e-05
Revenutype_Future OTRRR without OLS,1227.0288010866884,1227.0288010866884,2.517535006821598e-05
sourcesystem_NMEC,-1114.5957657194951,1114.5957657194951,2.2868524815137653e-05
StatusReason_Information Provided,-1074.321169944885,1074.321169944885,2.2042197799354695e-05
sourcesystem_clt,1027.8369856526517,1027.8369856526517,2.108846663089636e-05
SalesLocation_other,679.5249459372286,679.5249459372286,1.394203492118899e-05
Revenutype_Future OTRRR with OLS,-678.3542776880572,678.3542776880572,1.3918015938944618e-05
Source_Fax,-598.0057964438895,598.0057964438895,1.2269479946162734e-05
SubReason_Tax Exemption Order,552.8176070275774,552.8176070275774,1.1342339127221079e-05
CountrySource_other,454.4078170996774,454.4078170996774,9.323233374055107e-06
Revenutype_Disputed Revenue,-421.0449090512938,421.0449090512938,8.638715709377717e-06
Queue_E&E,398.1289224129811,398.1289224129811,8.168540938201076e-06
SubReason_P&H Electronic Order,-348.1265001144511,348.1265001144511,7.1426249332064005e-06
CountrySource_australia,268.8413516231315,268.8413516231315,5.515905685286776e-06
CountrySource_southamerica,257.9296498636331,257.9296498636331,5.292026741783531e-06
ROCName_APOC,-250.81211572145006,250.81211572145006,5.145993972631539e-06
Queue_APOC,247.848897266948,247.848897266948,5.085196653241302e-06
SalesLocation_southamerica,-211.05012288219632,211.05012288219632,4.330184198442393e-06
CountrySource_northamerica,196.0424497215598,196.0424497215598,4.022266873931523e-06
Source_Manual,183.22749643129853,183.22749643129853,3.759338298086814e-06
SalesLocation_northamerica,-179.74291484351014,179.74291484351014,3.6878440012649785e-06
Revenutype_Revenue Impacting Case / Pending Revenue,-150.18343601029807,150.18343601029807,3.0813625341624314e-06
SalesLocation_australia,-149.55244908209838,149.55244908209838,3.06841636958029e-06
Queue_LOC,-119.65365707057967,119.65365707057967,2.4549731033422514e-06
CountryProcessed_australia,-119.4249618543565,119.4249618543565,2.4502808890093475e-06
Source_eAgreement (Ele),117.03521330555631,117.03521330555631,2.401249638693321e-06
SubReason_Future Pricing Only CPS,114.58560168530514,114.58560168530514,2.350990158217902e-06
CountryProcessed_southamerica,94.224217081076,94.224217081076,1.9332289900765547e-06
CountrySource_asia,78.44872041059159,78.44872041059159,1.609557980212979e-06
IsSOXCase,-77.00538847851074,77.00538847851074,1.5799446682657864e-06
IsMagnumCase,76.6801490088646,76.6801490088646,1.5732716240005737e-06
StatusReason_Completed,-72.8577799944821,72.8577799944821,1.4948468323887078e-06
Revenutype_Credit / Rebill,69.33209611909486,69.33209611909486,1.422509226528006e-06
Revenutype_Future Billing,-65.27824680058238,65.27824680058238,1.3393350780263849e-06
Priority,62.48091908976555,62.48091908976555,1.2819413931243142e-06
Source_Hard Copy,61.8771496779435,61.8771496779435,1.2695536592018183e-06
StatusReason_Problem Solved,-59.323809268292685,59.323809268292685,1.2171659413264497e-06
Revenutype_Revenue Unknown,-54.96567173502923,54.96567173502923,1.1277486122888835e-06
Source_eAgreement (Phy),54.90195728448358,54.90195728448358,1.1264413621286019e-06
CountrySource_europe,47.853704748233596,47.853704748233596,9.818300662795256e-07
sourcesystem_CLT,38.69319015966001,38.69319015966001,7.938808010560059e-07
CountryProcessed_europe,-36.57885610005115,36.57885610005115,7.505003196323716e-07
CountryProcessed_asia,-34.75630322504621,34.75630322504621,7.131064079283861e-07
CountryProcessed_other,32.978486489877966,32.978486489877966,6.766303621946956e-07
Queue_NAOC,-29.20201757933917,29.20201757933917,5.991473179822464e-07
Revenutype_Non-revenue,-26.63726092891266,26.63726092891266,5.465253693718399e-07
SubReason_True Up,24.937027238503443,24.937027238503443,5.116411202687068e-07
SalesLocation_asia,-24.533451968397856,24.533451968397856,5.033608348387439e-07
Created_on_Weekend,-22.258431408076046,22.258431408076046,4.566834960772032e-07
Revenutype_Current Revenue,-20.20809996029945,20.20809996029945,4.146161771129427e-07
SubReason_Zero Usage Order,18.04904116122105,18.04904116122105,3.703180636240642e-07
SubReason_Electronic Order Pend / Reject,-16.52883008475321,16.52883008475321,3.391273971998019e-07
Source_Web,14.977468187781055,14.977468187781055,3.0729759923240575e-07
ROCName_EOC,14.214710961003428,14.214710961003428,2.916478604616597e-07
IsGovernment,-13.166760813152198,13.166760813152198,2.7014672552266856e-07
Complexity,11.020391709320194,11.020391709320194,2.261089706494998e-07
IsSignature,10.181174461871201,10.181174461871201,2.0889047669964153e-07
SalesLocation_europe,-9.760080991948259,9.760080991948259,2.0025076465102362e-07
CountryProcessed_northamerica,7.996195644179712,7.996195644179712,1.640605537358906e-07
Source_Soft Copy,5.876947892915321,5.876947892915321,1.2057925649811595e-07
Queue_EOC,3.224276012183213,3.224276012183213,6.615352243678024e-08
SubReason_Manual Order Entry,-2.309979856149915,2.309979856149915,4.739461003490557e-08
Cases_resolved_within_past_8_hours,-1.7584079395116186,1.7584079395116186,3.607782914364357e-08
StageName,-1.7140155187427413,1.7140155187427413,3.5167015369555904e-08
Cases_created_within_past_8_hours,-1.6713872524444935,1.6713872524444935,3.429239732806488e-08
Concurrent_open_cases,-1.6537451193482138,1.6537451193482138,3.3930427929909305e-08
Rolling_Std,-1.6298844916048536,1.6298844916048536,3.344087164911583e-08
Rolling_Mean,-1.5384089029398194,1.5384089029398194,3.156403716462872e-08
Seconds_left_Month,-1.3733640854259785,1.3733640854259785,2.817775881959237e-08
Seconds_left_Qtr,-1.3209479789434782,1.3209479789434782,2.7102320469049037e-08
Rolling_Median,-1.04852129258968,1.04852129258968,2.1512853301850572e-08
Seconds_left_Day,-0.8793286311315569,0.8793286311315569,1.804147228992233e-08
Seconds_left_Year,-0.8574855454574921,0.8574855454574921,1.7593310577721605e-08
HoldDuration,-0.32969185302541604,0.32969185302541604,6.764395267008298e-09
HoldTypeName_3rd Party,-0.19170430180441755,0.19170430180441755,3.9332596783668915e-09
SubReason_Basic Enterprise Commitment,-0.1412314757964534,0.1412314757964534,2.8976922470585843e-09
SubReason_Meteaop,0.1392999296458572,0.1392999296458572,2.858062084774611e-09
AmountinUSD,-0.12362423283163528,0.12362423283163528,2.5364387011085142e-09
HoldTypeName_Internal,0.10684779815303358,0.10684779815303358,2.1922311197083796e-09
HoldTypeName_Customer,-0.010220019353674559,0.010220019353674559,2.0968747001279393e-10
sourcesystem_Current Revenue,-0.005954702185845987,0.005954702185845987,1.2217456668325792e-10
