Columns,Importances,Absolute_Importances
Created_on_Weekend,-99872.10200822691,99872.10200822691
Concurrent_open_cases,-5.316231919731289,5.316231919731289
Rolling_Std,-1.8568325884194739,1.8568325884194739
Rolling_Mean,-1.6704461025474147,1.6704461025474147
Cases_resolved_within_past_8_hours,1.4604053948075644,1.4604053948075644
Seconds_left_Year,-1.4127425473640964,1.4127425473640964
Seconds_left_Month,-1.3302311335473151,1.3302311335473151
Seconds_left_Qtr,-1.190129104073573,1.190129104073573
Rolling_Median,-1.1225456805415985,1.1225456805415985
Seconds_left_Day,-0.8793098749149382,0.8793098749149382
Cases_created_within_past_8_hours,0.0943836665833078,0.0943836665833078
