Queue,RevenuType,Program,Reason,CountryProcessed,time_to_complete
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,11497.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1633.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,218.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,11910.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,1646.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,146.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece,9462.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Austria,137.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Spain,3333.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8400.0
<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,United Kingdom,3014.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belarus,7441.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden,5932.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden,9006.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,8763.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,10557.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden,4470.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Pakistan,8755.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,12898.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,356.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark,11611.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria,5821.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,5952.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,5954.0
<VL EOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Hungary,8403.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10333.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark,1617.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1756.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3526.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey,1686.0
<VL NAOC Orders>,Current Revenue,Select Plus,Order Transaction Request,Canada,8937.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece,8688.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,1661.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece,8658.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,3046.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Romania,1074.0
<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Israel,8575.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France,12925.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,5970.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,5858.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,1337.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Hungary,8450.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy,8165.0
<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,Switzerland,1209.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3513.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,1260.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,9153.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2059.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4384.0
<VL LOC Rework>,Non-revenue,Enterprise,Order Transaction Request,Brazil,9264.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1426.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1159.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,4874.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,2681.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1711.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,11270.0
<VL NAOC Order Rework>,Current Revenue,Enterprise,Order Transaction Request,United States,1118.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1599.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1027.0
<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States,8881.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,875.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,655.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,4098.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,3996.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,285.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,581.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1566.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1640.0
<VL APOC CASA>,Non-revenue,Campus,Order Transaction Request,Singapore,8736.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Finland,4533.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,South Africa,3486.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1169.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Nigeria,212.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,119.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Pakistan,2048.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,9237.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2117.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,2829.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,1858.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey,6875.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,494.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10662.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Serbia,116.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Croatia,106.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10821.0
<VL NAOC Order Rework>,Future Billing,Enterprise,Order Transaction Request,United States,2073.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1428.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10328.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,2005.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2082.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11504.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,179.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,494.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1616.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Peru,2930.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,3511.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Peru,3249.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,458.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,112.0
<VL AOC Outbound Shipping>,Current Revenue,SPLA,Order Transaction Request,United States,8682.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,1134.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7235.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,632.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8552.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,8458.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5853.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1615.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Norway,1918.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,3118.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,9255.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,South Africa,6252.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Saudi Arabia,443.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Saudi Arabia,501.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Saudi Arabia,717.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Saudi Arabia,8735.0
<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,Ireland,6182.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1653.0
<VL EOC Enterprise Orders and Adjustments>,Future Billing,Enterprise,Order Transaction Request,United Kingdom,676.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,France,1419.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Spain,4617.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5768.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Turkey,3384.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,473.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Brazil,2510.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1148.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,437.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,3343.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,265.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Israel,5882.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1136.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,1281.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,France,1652.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,3143.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,161.0
<VL EOC Select / Select Plus>,Future Billing,Select Plus,Order Transaction Request,Portugal,1294.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,267.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,6049.0
<VL NAOC Orders>,Future Billing,Not Program Specific,Order Transaction Request,United States,586.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,345.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6458.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,273.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,189.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Oman,8817.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,330.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,255.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Qatar,7025.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,7883.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1752.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1146.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,2708.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1223.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Costa Rica,1418.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,1738.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,4588.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,597.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,4531.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,2782.0
<VL NAOC Order Rework>,Current Revenue,Enterprise,Order Transaction Request,United States,1768.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7278.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,2884.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Pakistan,696.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8839.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1740.0
<VL APOC Ops Out>,Credit / Rebill,Enterprise,Order Transaction Request,Singapore,3514.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Russia,162.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,6003.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,5869.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,6439.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4729.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,406.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8591.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,4583.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Arab Emirates,365.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7066.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,7247.0
