Columns,Importances,Absolute_Importances
StatusReason_Ready for Audit,152935633.8926705,152935633.8926705
StatusReason_New Mail,-111388937.98179813,111388937.98179813
sourcesystem_clt,96126689.53500976,96126689.53500976
StatusReason_New,-95294267.98318176,95294267.98318176
StatusReason_Final Routing,-94183431.8495048,94183431.8495048
Revenutype_New Work Sold,83645504.43489653,83645504.43489653
sourcesystem_Moritz Jürgensen,81671207.03442813,81671207.03442813
StatusReason_Reactivated,-78194695.4175276,78194695.4175276
sourcesystem_Web,51953863.53514773,51953863.53514773
Queue_Broken,49479912.957508676,49479912.957508676
sourcesystem_NEMEC,44385189.16116396,44385189.16116396
SalesLocation_other,-34132870.56644,34132870.56644
Queue_E&E,26492035.128728908,26492035.128728908
Source_Fax,-24789071.132233445,24789071.132233445
Revenutype_Disputed Revenue,18103638.973246645,18103638.973246645
sourcesystem_Current Revenue,17840210.66798986,17840210.66798986
sourcesystem_Aplquest,17711310.182840254,17711310.182840254
StatusReason_Customer Hold,-17234246.594288487,17234246.594288487
Revenutype_Future OTRRR without OLS,16055617.980347933,16055617.980347933
Revenutype_Future OTRRR with OLS,15125140.678456161,15125140.678456161
Revenutype_Revenue Impacting Case / Pending Revenue,10695038.811007217,10695038.811007217
sourcesystem_NMEC,10025950.309680803,10025950.309680803
sourcesystem_`,-8287707.884327101,8287707.884327101
SubReason_Tax Exemption Order,7517238.430077308,7517238.430077308
sourcesystem_CLT,5997456.218514706,5997456.218514706
StatusReason_Information Provided,-4160170.139603642,4160170.139603642
StatusReason_Ready for Archiving,-4111983.4003724917,4111983.4003724917
Revenutype_Revenue Unknown,3805844.50917531,3805844.50917531
Source_eAgreement (Ele),3782059.203574873,3782059.203574873
sourcesystem_web,-3457618.4802826904,3457618.4802826904
SubReason_P&H Electronic Order,3068589.328802201,3068589.328802201
CountrySource_other,2997292.912877555,2997292.912877555
CountryProcessed_australia,-2390381.9812226407,2390381.9812226407
Revenutype_Credit / Rebill,1933936.730425581,1933936.730425581
Queue_LOC,-1900707.9561034886,1900707.9561034886
Revenutype_Future Billing,1539094.7371820644,1539094.7371820644
SubReason_Future Pricing Only CPS,1521607.618816146,1521607.618816146
ROCName_APOC,-1436155.888230563,1436155.888230563
ROCName_EOC,-1149924.1786896966,1149924.1786896966
Source_Manual,1086021.7007638495,1086021.7007638495
CountrySource_australia,1045112.3412326266,1045112.3412326266
SalesLocation_australia,-1009937.7223842385,1009937.7223842385
SubReason_Electronic Order Pend / Reject,-972693.0113205648,972693.0113205648
Revenutype_Non-revenue,884575.8277040229,884575.8277040229
Queue_APOC,870296.9178357981,870296.9178357981
CountrySource_southamerica,803764.4878886357,803764.4878886357
Revenutype_Current Revenue,768443.9180509321,768443.9180509321
Queue_EOC,687306.8203215152,687306.8203215152
Queue_NAOC,-525903.1274009001,525903.1274009001
SubReason_Basic Enterprise Commitment,490874.18262052606,490874.18262052606
Priority,439376.28957344644,439376.28957344644
SalesLocation_southamerica,-416212.0924649771,416212.0924649771
CountryProcessed_southamerica,409042.1517954506,409042.1517954506
SubReason_True Up,367565.07785741054,367565.07785741054
Source_Hard Copy,-362446.88561736717,362446.88561736717
Source_Soft Copy,270665.6783777176,270665.6783777176
CountrySource_northamerica,268300.20929188747,268300.20929188747
CountryProcessed_other,-266006.2013633919,266006.2013633919
SubReason_Zero Usage Order,-228406.25420382392,228406.25420382392
CountrySource_asia,-155547.96350739532,155547.96350739532
SubReason_Meteaop,129980.41532778907,129980.41532778907
SalesLocation_northamerica,-128614.92972056192,128614.92972056192
Source_Web,-126095.81182839541,126095.81182839541
IsSOXCase,-113956.0652488292,113956.0652488292
CountryProcessed_asia,103282.90554290912,103282.90554290912
IsMagnumCase,100226.96889502021,100226.96889502021
IsSignature,100001.46031481582,100001.46031481582
StatusReason_Completed,-81267.6388891212,81267.6388891212
Source_eAgreement (Phy),-59153.91926931073,59153.91926931073
CountryProcessed_northamerica,42785.38253808864,42785.38253808864
SubReason_Manual Order Entry,-42480.52583690761,42480.52583690761
SalesLocation_asia,-41833.934680720275,41833.934680720275
CountryProcessed_europe,-38172.05340684617,38172.05340684617
StatusReason_Problem Solved,31779.833065556795,31779.833065556795
CountrySource_europe,-25082.32860318761,25082.32860318761
IsGovernment,-8434.801721876933,8434.801721876933
Complexity,5807.01633492216,5807.01633492216
SalesLocation_europe,5493.05934142496,5493.05934142496
StageName,-946.6968587248003,946.6968587248003
AmountinUSD,-0.12373646891250431,0.12373646891250431
AuditDuration,-3.40616225003032e-07,3.40616225003032e-07
AssignedToGroup_BPO,2.496526576578617e-07,2.496526576578617e-07
AssignedToGroup_CRMT,-2.4432665668427944e-08,2.4432665668427944e-08
HoldTypeName_3rd Party,8.09086486697197e-09,8.09086486697197e-09
HoldTypeName_Internal,-6.6211214289069176e-09,6.6211214289069176e-09
HoldDuration,6.05359673500061e-09,6.05359673500061e-09
HoldTypeName_Customer,1.3387762010097504e-09,1.3387762010097504e-09
