Columns,Importances,Absolute_Importances,Percentage_Importance
AssignedToGroup_CRMT,534303468.19202,534303468.19202,0.8748001612058228
AssignedToGroup_BPO,-41093522.067695536,41093522.067695536,0.06728127715692787
AuditDuration,-35256215.919523515,35256215.919523515,0.0577240186635328
StatusReason_Ready for Audit,15474.868814468198,15474.868814468198,2.5336570955348192e-05
StatusReason_New Mail,-14570.245647174524,14570.245647174524,2.3855456682860214e-05
sourcesystem_NEMEC,-11807.130869305047,11807.130869305047,1.9331485948981845e-05
Queue_Broken,10167.422547384365,10167.422547384365,1.6646837261971572e-05
StatusReason_New,-8481.764909394797,8481.764909394797,1.3886957041764674e-05
Revenutype_New Work Sold,8092.311025927218,8092.311025927218,1.324931506427103e-05
sourcesystem_`,5283.384812207813,5283.384812207813,8.65033854463163e-06
sourcesystem_web,-4648.1352852643995,4648.1352852643995,7.610262217864638e-06
SalesLocation_other,-4520.139556825625,4520.139556825625,7.4006983828201375e-06
sourcesystem_Moritz Jürgensen,-3960.0962485491577,3960.0962485491577,6.483755099595137e-06
Revenutype_Disputed Revenue,3003.523110705747,3003.523110705747,4.917584589749523e-06
StatusReason_Reactivated,-2910.599328976597,2910.599328976597,4.765443074532367e-06
sourcesystem_clt,-2488.1125111301553,2488.1125111301553,4.073717195211335e-06
StatusReason_Information Provided,2474.7281958177136,2474.7281958177136,4.051803429177637e-06
StatusReason_Final Routing,2457.037858753945,2457.037858753945,4.022839533870095e-06
sourcesystem_Aplquest,-1874.0144613377643,1874.0144613377643,3.0682715918496527e-06
sourcesystem_NMEC,-1765.1569944122775,1765.1569944122775,2.890042298416263e-06
StatusReason_Ready for Archiving,1624.4735195523251,1624.4735195523251,2.6597051701492002e-06
StatusReason_Customer Hold,-1307.6846939250595,1307.6846939250595,2.1410356644754317e-06
Revenutype_Future OTRRR without OLS,1261.727126393967,1261.727126393967,2.0657906213899566e-06
Revenutype_Revenue Impacting Case / Pending Revenue,1248.0289301308337,1248.0289301308337,2.043362946833086e-06
Source_Fax,1182.0403220452295,1182.0403220452295,1.9353216399211714e-06
