Columns,Importances,Absolute_Importances
Created_on_Weekend,-82536.57749724796,82536.57749724796
Concurrent_open_cases,-5.214516314113967,5.214516314113967
Cases_resolved_within_past_8_hours,4.163082760349321,4.163082760349321
Rolling_Std,-1.834839899969683,1.834839899969683
Rolling_Mean,-1.6442347009012803,1.6442347009012803
Seconds_left_Month,-1.3863220401031817,1.3863220401031817
Seconds_left_Qtr,-1.2286703999153505,1.2286703999153505
Rolling_Median,-1.10429685035978,1.10429685035978
Seconds_left_Day,-0.8803516044523689,0.8803516044523689
Seconds_left_Year,-0.8255602552190197,0.8255602552190197
