Columns,Importances,Absolute_Importances,Percentage_Importance
sourcesystem_CLT,-19.769505136278276,19.769505136278276,0.35674076411714495
Priority,-5.409910987875867,5.409910987875867,0.09762185579845511
Complexity,-4.119399741437113,4.119399741437113,0.07433457748861477
StageName,-1.79811694021204,1.79811694021204,0.0324470241820117
Source_Web,-1.7180843924408822,1.7180843924408822,0.03100283667962794
IsMagnumCase,-1.4162461825263861,1.4162461825263861,0.025556165510957525
IsSOXCase,-1.4152292637870716,1.4152292637870716,0.025537815210046735
Revenutype_Current Revenue,-1.1526019483056726,1.1526019483056726,0.02079870471855841
StatusReason_Completed,-1.1297179770906634,1.1297179770906634,0.020385763407129404
CountryProcessed_northamerica,-0.9409169886184059,0.9409169886184059,0.016978849150582415
SalesLocation_northamerica,-0.8875994026697921,0.8875994026697921,0.01601673319365408
CountrySource_northamerica,-0.8865149275928581,0.8865149275928581,0.015997163838480818
StatusReason_Problem Solved,-0.8828225140401219,0.8828225140401219,0.015930534227716186
Queue_NAOC,-0.778672904589504,0.778672904589504,0.014051154293732155
ROCName_EOC,-0.7025999998914904,0.7025999998914904,0.012678418559402636
Queue_EOC,-0.7020373116289836,0.7020373116289836,0.012668264848455263
SubReason_Meteaop,-0.6815374938194725,0.6815374938194725,0.012298345590526685
Revenutype_Non-revenue,-0.6277031670585781,0.6277031670585781,0.011326905044492411
CountryProcessed_europe,-0.6112135191697515,0.6112135191697515,0.011029349311694232
SalesLocation_europe,-0.6014270123646372,0.6014270123646372,0.010852751774647772
CountrySource_europe,-0.6003888727118064,0.6003888727118064,0.010834018542305422
SubReason_Basic Enterprise Commitment,-0.5702009896727355,0.5702009896727355,0.010289278125780026
SubReason_Zero Usage Order,-0.5298430067169353,0.5298430067169353,0.009561018233656633
CountryProcessed_asia,-0.5204498603320881,0.5204498603320881,0.009391518886268041
SalesLocation_asia,-0.4687372998711877,0.4687372998711877,0.008458365617832279
CountrySource_asia,-0.46659842305540433,0.46659842305540433,0.008419769580938326
ROCName_APOC,-0.4657533638304973,0.4657533638304973,0.008404520485346937
Queue_APOC,-0.4656406561038009,0.4656406561038009,0.008402486674168234
Source_Soft Copy,-0.43459733313975496,0.43459733313975496,0.007842309842295654
IsSignature,-0.4098844951072236,0.4098844951072236,0.007396366625080244
IsGovernment,-0.40432338566790144,0.40432338566790144,0.007296016392889439
SubReason_Manual Order Entry,-0.31787109423299537,0.31787109423299537,0.005735984601826989
Revenutype_Future Billing,-0.28635186753022157,0.28635186753022157,0.0051672200859314826
SubReason_True Up,-0.24641658621626297,0.24641658621626297,0.004446587845874475
Revenutype_Credit / Rebill,-0.24357160192198457,0.24357160192198457,0.004395250097961923
CountrySource_southamerica,-0.2320062547539755,0.2320062547539755,0.004186553382613977
SalesLocation_southamerica,-0.23056047038943342,0.23056047038943342,0.004160464200542905
Source_eAgreement (Phy),-0.22234308360084223,0.22234308360084223,0.004012181437681598
CountrySource_australia,-0.20716884637484556,0.20716884637484556,0.0037383622932173695
SalesLocation_australia,-0.20698267802482592,0.20698267802482592,0.003735002884927551
SubReason_Future Pricing Only CPS,-0.15235469850447853,0.15235469850447853,0.0027492408730852443
Source_Manual,-0.1496535100861473,0.1496535100861473,0.0027004979220737113
CountryProcessed_southamerica,-0.14841089368129512,0.14841089368129512,0.0026780749062867357
Queue_LOC,-0.13863496376885145,0.13863496376885145,0.00250166822929202
SubReason_Electronic Order Pend / Reject,-0.13486916811332028,0.13486916811332028,0.002433714438319379
AmountinUSD,-0.1236237787856134,0.1236237787856134,0.002230791362910716
Source_Hard Copy,-0.1215879964315042,0.1215879964315042,0.0021940556658067755
Revenutype_Revenue Unknown,-0.11191769988029306,0.11191769988029306,0.0020195551430502463
CountryProcessed_australia,-0.05625539518666638,0.05625539518666638,0.001015128731157575
SubReason_Tax Exemption Order,-0.05022956432801656,0.05022956432801656,0.0009063925999222689
sourcesystem_NMEC,-0.03952285710856977,0.03952285710856977,0.000713190044354252
